LineId,Label,Timestamp,Date,User,Time,Location,Component,PID,Content,EventId,EventTemplate
556,-,1131566705,3/20/2007,tbird-admin1,12:05:05,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
557,-,1131566705,3/21/2007,tbird-admin1,12:05:05,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
558,-,1131566705,3/22/2007,tbird-admin1,12:05:05,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_D5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
559,-,1131566706,3/23/2007,tbird-admin1,12:05:06,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
560,-,1131566707,3/24/2007,cn379,12:05:07,cn379/cn379,ntpd,10573,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
561,-,1131566708,3/25/2007,tbird-admin1,12:05:08,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
562,-,1131566708,3/26/2007,tbird-sm1,12:05:08,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
563,-,1131566709,3/27/2007,tbird-admin1,12:05:09,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
564,-,1131566711,3/28/2007,tbird-admin1,12:05:11,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
565,-,1131566711,3/29/2007,tbird-admin1,12:05:11,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
566,-,1131566712,3/30/2007,#32#,12:05:12,#32#/#32#,snmpd,1964,Received SNMP packet(s) from #34#,E98,Received SNMP packet(s) from #<*>#
567,-,1131566712,3/31/2007,dn386,12:05:12,dn386/dn386,ntpd,330,"synchronized to 10.100.30.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
568,-,1131566712,4/1/2007,tbird-sm1,12:05:12,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
569,-,1131566712,4/2/2007,tbird-sm1,12:05:12,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
570,-,1131566713,4/3/2007,cn375,12:05:13,cn375/cn375,ntpd,10237,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
571,-,1131566713,4/4/2007,dn354,12:05:13,dn354/dn354,ntpd,32234,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
572,-,1131566713,4/5/2007,tbird-admin1,12:05:13,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
573,-,1131566713,4/6/2007,tbird-admin1,12:05:13,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
574,-,1131566714,4/7/2007,bn703,12:05:14,bn703/bn703,ntpd,21338,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
575,-,1131566714,4/8/2007,tbird-admin1,12:05:14,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
576,-,1131566715,4/9/2007,tbird-admin1,12:05:15,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_D8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
577,-,1131566716,4/10/2007,cn622,12:05:16,cn622/cn622,ntpd,18517,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
578,-,1131566716,4/11/2007,dn406,12:05:16,dn406/dn406,ntpd,31933,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
579,-,1131566717,4/12/2007,tbird-admin1,12:05:17,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,RRD_update (/var/lib/ganglia/rrds/D Nodes/dn731/pkts_out.rrd): illegal attempt to update using time 1131563117 when last update time is 1131563117 (minimum one second step),E111,RRD_update (/var/lib/ganglia/rrds/<*>.rrd): illegal attempt to update using time <*> when last update time is <*> (minimum one second step)
580,-,1131566718,4/13/2007,cn838,12:05:18,cn838/cn838,ntpd,28059,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
581,-,1131566718,4/14/2007,tbird-admin1,12:05:18,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_D7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
582,-,1131566719,4/15/2007,tbird-admin1,12:05:19,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_D6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
583,-,1131566721,4/16/2007,tbird-admin1,12:05:21,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
584,-,1131566722,4/17/2007,cn327,12:05:22,cn327/cn327,ntpd,23021,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
585,-,1131566722,4/18/2007,tbird-sm1,12:05:22,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
586,-,1131566723,4/19/2007,cn665,12:05:23,cn665/cn665,ntpd,23982,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
587,-,1131566723,4/20/2007,tbird-admin1,12:05:23,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
588,-,1131566723,4/21/2007,tbird-admin1,12:05:23,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
589,-,1131566724,4/22/2007,tbird-admin1,12:05:24,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_D4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
590,-,1131566725,4/23/2007,tbird-admin1,12:05:25,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
591,-,1131566726,4/24/2007,tbird-admin1,12:05:26,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
592,-,1131566726,4/25/2007,tbird-sm1,12:05:26,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
593,-,1131566726,4/26/2007,tbird-sm1,12:05:26,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
594,-,1131566727,4/27/2007,cn269,12:05:27,cn269/cn269,ntpd,12178,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
595,-,1131566727,4/28/2007,cn290,12:05:27,cn290/cn290,ntpd,23984,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
596,-,1131566727,4/29/2007,cn92,12:05:27,cn92/cn92,ntpd,19774,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
597,-,1131566727,4/30/2007,dn948,12:05:27,dn948/dn948,ntpd,25162,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
598,-,1131566727,5/1/2007,tbird-admin1,12:05:27,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
599,-,1131566728,5/2/2007,tbird-admin1,12:05:28,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
600,-,1131566729,5/3/2007,tbird-admin1,12:05:29,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
601,-,1131566729,5/4/2007,tbird-admin1,12:05:29,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
602,-,1131566729,5/5/2007,tbird-admin1,12:05:29,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
603,-,1131566730,5/6/2007,cn92,12:05:30,cn92/cn92,ntpd,19774,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
604,-,1131566731,5/7/2007,tbird-admin1,12:05:31,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
605,-,1131566731,5/8/2007,tbird-admin1,12:05:31,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
606,-,1131566733,5/9/2007,cn16,12:05:33,cn16/cn16,ntpd,15426,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
607,-,1131566733,5/10/2007,cn315,12:05:33,cn315/cn315,ntpd,23358,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
608,-,1131566734,5/11/2007,cn670,12:05:34,cn670/cn670,ntpd,18560,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
609,-,1131566736,5/12/2007,bn263,12:05:36,bn263/bn263,ntpd,23720,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
610,-,1131566736,5/13/2007,tbird-admin1,12:05:36,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
611,-,1131566736,5/14/2007,tbird-admin1,12:05:36,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_D5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
612,-,1131566736,5/15/2007,tbird-sm1,12:05:36,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
613,-,1131566737,5/16/2007,tbird-admin1,12:05:37,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
614,-,1131566738,5/17/2007,tbird-admin1,12:05:38,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
615,-,1131566739,5/18/2007,tbird-admin1,12:05:39,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
616,-,1131566739,5/19/2007,tbird-admin1,12:05:39,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
617,-,1131566739,5/20/2007,tbird-admin1,12:05:39,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
618,-,1131566740,5/21/2007,dn393,12:05:40,dn393/dn393,ntpd,4696,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
619,-,1131566740,5/22/2007,tbird-sm1,12:05:40,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
620,-,1131566740,5/23/2007,tbird-sm1,12:05:40,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
621,-,1131566741,5/24/2007,bn285,12:05:41,bn285/bn285,ntpd,23597,"synchronized to 10.100.12.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
622,-,1131566741,5/25/2007,cn697,12:05:41,cn697/cn697,ntpd,19486,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
623,-,1131566742,5/26/2007,tbird-admin1,12:05:42,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
624,-,1131566742,5/27/2007,tbird-admin1,12:05:42,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
625,-,1131566743,5/28/2007,tbird-admin1,12:05:43,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
626,-,1131566744,5/29/2007,dn800,12:05:44,dn800/dn800,ntpd,542,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
627,-,1131566745,5/30/2007,bn174,12:05:45,bn174/bn174,ntpd,21683,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
628,-,1131566746,5/31/2007,cn826,12:05:46,cn826/cn826,ntpd,29220,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
629,-,1131566746,6/1/2007,tbird-admin1,12:05:46,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
630,-,1131566748,6/2/2007,tbird-admin1,12:05:48,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_D8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
631,-,1131566749,6/3/2007,tbird-admin1,12:05:49,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,RRD_update (/var/lib/ganglia/rrds/D Nodes/dn731/pkts_out.rrd): illegal attempt to update using time 1131563149 when last update time is 1131563149 (minimum one second step),E111,RRD_update (/var/lib/ganglia/rrds/<*>.rrd): illegal attempt to update using time <*> when last update time is <*> (minimum one second step)
632,-,1131566749,6/4/2007,tbird-admin1,12:05:49,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_D6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
633,-,1131566750,6/5/2007,tbird-admin1,12:05:50,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
634,-,1131566750,6/6/2007,tbird-sm1,12:05:50,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
635,-,1131566751,6/7/2007,tbird-admin1,12:05:51,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_D4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
636,-,1131566752,6/8/2007,tbird-admin1,12:05:52,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
637,-,1131566752,6/9/2007,tbird-admin1,12:05:52,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
638,-,1131566752,6/10/2007,tbird-admin1,12:05:52,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_D7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
639,-,1131566753,6/11/2007,dn789,12:05:53,dn789/dn789,ntpd,32333,"synchronized to 10.100.28.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
640,-,1131566754,6/12/2007,tbird-admin1,12:05:54,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
641,-,1131566754,6/13/2007,tbird-sm1,12:05:54,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
642,-,1131566754,6/14/2007,tbird-sm1,12:05:54,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
643,-,1131566755,6/15/2007,bn154,12:05:55,bn154/bn154,ntpd,22847,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
644,-,1131566755,6/16/2007,tbird-admin1,12:05:55,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
645,-,1131566756,6/17/2007,bn361,12:05:56,bn361/bn361,ntpd,28875,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
646,-,1131566756,6/18/2007,cn408,12:05:56,cn408/cn408,ntpd,13232,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
647,-,1131566756,6/19/2007,tbird-admin1,12:05:56,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
648,-,1131566757,6/20/2007,tbird-admin1,12:05:57,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
649,-,1131566758,6/21/2007,cn278,12:05:58,cn278/cn278,ntpd,10806,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
650,-,1131566758,6/22/2007,cn770,12:05:58,cn770/cn770,ntpd,28162,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
651,-,1131566758,6/23/2007,tbird-admin1,12:05:58,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
652,-,1131566758,6/24/2007,tbird-admin1,12:05:58,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
653,-,1131566759,6/25/2007,cn25,12:05:59,cn25/cn25,ntpd,15539,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
654,-,1131566761,6/26/2007,bn19,12:06:01,bn19/bn19,ntpd,22830,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
655,-,1131566762,6/27/2007,cn488,12:06:02,cn488/cn488,ntpd,15809,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
656,-,1131566762,6/28/2007,tbird-admin1,12:06:02,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B7] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
657,-,1131566763,6/29/2007,bn148,12:06:03,bn148/bn148,ntpd,22814,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
658,-,1131566763,6/30/2007,cn880,12:06:03,cn880/cn880,ntpd,29120,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
659,-,1131566763,7/1/2007,tbird-admin1,12:06:03,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B3] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
660,-,1131566764,7/2/2007,bn325,12:06:04,bn325/bn325,ntpd,29392,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
661,-,1131566764,7/3/2007,tbird-admin1,12:06:04,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_D5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
662,-,1131566764,7/4/2007,tbird-sm1,12:06:04,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
663,-,1131566765,7/5/2007,tbird-admin1,12:06:05,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A2] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
664,-,1131566765,7/6/2007,tbird-admin1,12:06:05,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
665,-,1131566766,7/7/2007,cn370,12:06:06,cn370/cn370,ntpd,10288,"synchronized to 10.100.16.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
666,-,1131566766,7/8/2007,tbird-admin1,12:06:06,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
667,-,1131566766,7/9/2007,tbird-admin1,12:06:06,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C4] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
668,-,1131566767,7/10/2007,cn346,12:06:07,cn346/cn346,ntpd,12656,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
669,-,1131566767,7/11/2007,cn542,12:06:07,cn542/cn542,ntpd,13781,"synchronized to 10.100.20.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
670,-,1131566768,7/12/2007,dn42,12:06:08,dn42/dn42,ntpd,20828,"synchronized to 10.100.26.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
671,-,1131566768,7/13/2007,tbird-admin1,12:06:08,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
672,-,1131566768,7/14/2007,tbird-admin1,12:06:08,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_B6] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
673,-,1131566768,7/15/2007,tbird-admin1,12:06:08,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C8] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
674,-,1131566768,7/16/2007,tbird-sm1,12:06:08,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1455]: No topology change,E6,[ib_sm_sweep.c:1455]: No topology change
675,-,1131566768,7/17/2007,tbird-sm1,12:06:08,src@tbird-sm1,ib_sm.x,24904,[ib_sm_sweep.c:1482]: No configuration change required,E7,[ib_sm_sweep.c:1482]: No configuration change required
676,-,1131566769,7/18/2007,tbird-admin1,12:06:09,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
677,-,1131566771,7/19/2007,cn234,12:06:11,cn234/cn234,ntpd,10674,"synchronized to 10.100.22.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
678,-,1131566771,7/20/2007,cn864,12:06:11,cn864/cn864,ntpd,27499,"synchronized to 10.100.18.250, stratum 3",E125,"synchronized to <*>, stratum <*>"
679,-,1131566771,7/21/2007,tbird-admin1,12:06:11,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682,data_thread() got not answer from any [Thunderbird_C1] datasource,E32,data_thread() got not answer from any [Thunderbird_<*>] datasource
